turns,responses,turn_1_prompt,turn_1_instruction_id_list,turn_1_kwargs,turn_2_prompt,turn_2_instruction_id_list,turn_2_kwargs,turn_3_prompt,turn_3_instruction_id_list,turn_3_kwargs,key,turn_index,language
,,"{""role"": ""user"", ""content"": ""Write a template that I can use to ask my manager about the budgets for the next quarter. The template should include the letter q at least 5 times.""}","[""keywords:letter_frequency""]","[""{\""let_relation\"": \""at least\"", \""letter\"": \""q\"", \""let_frequency\"": 5}""]","{""role"": ""user"", ""content"": ""The response should contain at least 1 sentence.""}","[""keywords:letter_frequency"", ""length_constraints:number_sentences""]","[""{\""let_relation\"": \""at least\"", \""letter\"": \""q\"", \""let_frequency\"": 5}"", ""{\""relation\"": \""at least\"", \""num_sentences\"": 1}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""looking forward to your guidance and feedback.\"" No other words should follow this phrase.""}","[""keywords:letter_frequency"", ""length_constraints:number_sentences"", ""startend:end_checker""]","[""{\""let_relation\"": \""at least\"", \""letter\"": \""q\"", \""let_frequency\"": 5}"", ""{\""relation\"": \""at least\"", \""num_sentences\"": 1}"", ""{\""end_phrase\"": \""looking forward to your guidance and feedback.\""}""]",2768:18:en,0,English
,,"{""role"": ""user"", ""content"": ""Make a list of ways to say the following sentence more professionally: \""Hey bautista, let me know if you need any help with the graphs.\"" Also, make sure the letter q appears less than 5 times in your response.""}","[""keywords:letter_frequency""]","[""{\""let_relation\"": \""less than\"", \""letter\"": \""q\"", \""let_frequency\"": 5}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""keywords:letter_frequency"", ""detectable_format:title""]","[""{\""let_relation\"": \""less than\"", \""letter\"": \""q\"", \""let_frequency\"": 5}"", ""{}""]","{""role"": ""user"", ""content"": ""Make sure your entire response is in English, and in all capital letters.""}","[""keywords:letter_frequency"", ""detectable_format:title"", ""change_case:english_capital""]","[""{\""let_relation\"": \""less than\"", \""letter\"": \""q\"", \""let_frequency\"": 5}"", ""{}"", ""{}""]",2779:2:en,0,English
,,"{""role"": ""user"", ""content"": ""Make a list of ways to say the following sentence more professionally: \""Hey bautista, let me know if you need any help with the graphs.\"" Also, make sure the letter q appears less than 5 times in your response.""}","[""keywords:letter_frequency""]","[""{\""let_relation\"": \""less than\"", \""letter\"": \""q\"", \""let_frequency\"": 5}""]","{""role"": ""user"", ""content"": ""The output should have at least 2 sections, each separated by the word \""SECTION\"".""}","[""keywords:letter_frequency"", ""detectable_format:multiple_sections""]","[""{\""let_relation\"": \""less than\"", \""letter\"": \""q\"", \""let_frequency\"": 5}"", ""{\""section_spliter\"": \""SECTION\"", \""num_sections\"": 2}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""please do not hesitate to contact me for further support.\"" No other words should follow this phrase.""}","[""keywords:letter_frequency"", ""detectable_format:multiple_sections"", ""startend:end_checker""]","[""{\""let_relation\"": \""less than\"", \""letter\"": \""q\"", \""let_frequency\"": 5}"", ""{\""section_spliter\"": \""SECTION\"", \""num_sections\"": 2}"", ""{\""end_phrase\"": \""please do not hesitate to contact me for further support.\""}""]",2779:7:en,0,English
,,"{""role"": ""user"", ""content"": ""What are the steps to get the GNSS timestamp on Android? Explain this to teenagers using at least 4 sentences and make sure the letter n appears at least 3 times.""}","[""keywords:letter_frequency"", ""length_constraints:number_sentences""]","[""{\""let_relation\"": \""at least\"", \""letter\"": \""n\"", \""let_frequency\"": 3}"", ""{\""relation\"": \""at least\"", \""num_sentences\"": 4}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""keywords:letter_frequency"", ""length_constraints:number_sentences"", ""detectable_format:title""]","[""{\""let_relation\"": \""at least\"", \""letter\"": \""n\"", \""let_frequency\"": 3}"", ""{\""relation\"": \""at least\"", \""num_sentences\"": 4}"", ""{}""]","{""role"": ""user"", ""content"": ""Make sure your entire response is in English, and in all capital letters.""}","[""keywords:letter_frequency"", ""length_constraints:number_sentences"", ""detectable_format:title"", ""change_case:english_capital""]","[""{\""let_relation\"": \""at least\"", \""letter\"": \""n\"", \""let_frequency\"": 3}"", ""{\""relation\"": \""at least\"", \""num_sentences\"": 4}"", ""{}"", ""{}""]",2787:9:en,0,English
,,"{""role"": ""user"", ""content"": ""What are the steps to get the GNSS timestamp on Android? Explain this to teenagers using at least 4 sentences and make sure the letter n appears at least 3 times.""}","[""keywords:letter_frequency"", ""length_constraints:number_sentences""]","[""{\""let_relation\"": \""at least\"", \""letter\"": \""n\"", \""let_frequency\"": 3}"", ""{\""relation\"": \""at least\"", \""num_sentences\"": 4}""]","{""role"": ""user"", ""content"": ""The text should contain a postscript marker, specifically the phrase \""P.S.\"", which indicates additional information or a final thought.""}","[""keywords:letter_frequency"", ""length_constraints:number_sentences"", ""detectable_content:postscript""]","[""{\""let_relation\"": \""at least\"", \""letter\"": \""n\"", \""let_frequency\"": 3}"", ""{\""relation\"": \""at least\"", \""num_sentences\"": 4}"", ""{\""postscript_marker\"": \""P.S.\""}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""now, you're ready to use gps times like a pro!\"" No other words should follow this phrase.""}","[""keywords:letter_frequency"", ""length_constraints:number_sentences"", ""detectable_content:postscript"", ""startend:end_checker""]","[""{\""let_relation\"": \""at least\"", \""letter\"": \""n\"", \""let_frequency\"": 3}"", ""{\""relation\"": \""at least\"", \""num_sentences\"": 4}"", ""{\""postscript_marker\"": \""P.S.\""}"", ""{\""end_phrase\"": \""now, you're ready to use gps times like a pro!\""}""]",2787:18:en,0,English
,,"{""role"": ""user"", ""content"": ""write a haiku about ireland in the style of basho. include a title wrapped in double angular brackets, i.e. <<title>>. your entire response should be in lowercase english and contain the letter g at least 8 times.""}","[""change_case:english_lowercase"", ""keywords:letter_frequency"", ""detectable_format:title""]","[""{}"", ""{\""let_relation\"": \""at least\"", \""letter\"": \""g\"", \""let_frequency\"": 8}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""whispering grasses sing\"" No other words should follow this phrase.""}","[""change_case:english_lowercase"", ""keywords:letter_frequency"", ""detectable_format:title"", ""startend:end_checker""]","[""{}"", ""{\""let_relation\"": \""at least\"", \""letter\"": \""g\"", \""let_frequency\"": 8}"", ""{}"", ""{\""end_phrase\"": \""whispering grasses sing\""}""]","{""role"": ""user"", ""content"": ""The text should contain less than 20 sentences.""}","[""change_case:english_lowercase"", ""keywords:letter_frequency"", ""detectable_format:title"", ""startend:end_checker"", ""length_constraints:number_sentences""]","[""{}"", ""{\""let_relation\"": \""at least\"", \""letter\"": \""g\"", \""let_frequency\"": 8}"", ""{}"", ""{\""end_phrase\"": \""whispering grasses sing\""}"", ""{\""relation\"": \""less than\"", \""num_sentences\"": 20}""]",279:19:en,0,English
,,"{""role"": ""user"", ""content"": ""Rewrite the following blog as a list of exactly 4 bullet points: \""The world is a beautiful place. The sun is shining, the birds are singing, and the flowers are blooming. It's a perfect day to go outside and enjoy all that nature has to offer.\"" The bullet points should be in markdown such as:\n* Bullet point 1\n* Bullet point 2""}","[""detectable_format:number_bullet_lists""]","[""{\""num_bullets\"": 4}""]","{""role"": ""user"", ""content"": ""Make sure your entire response is in English, and in all capital letters.""}","[""detectable_format:number_bullet_lists"", ""change_case:english_capital""]","[""{\""num_bullets\"": 4}"", ""{}""]","{""role"": ""user"", ""content"": ""The text should contain a postscript marker, specifically the phrase \""P.S.\"", which indicates additional information or a final thought.""}","[""detectable_format:number_bullet_lists"", ""change_case:english_capital"", ""detectable_content:postscript""]","[""{\""num_bullets\"": 4}"", ""{}"", ""{\""postscript_marker\"": \""P.S.\""}""]",2801:2:en,0,English
,,"{""role"": ""user"", ""content"": ""Rewrite the following blog as a list of exactly 4 bullet points: \""The world is a beautiful place. The sun is shining, the birds are singing, and the flowers are blooming. It's a perfect day to go outside and enjoy all that nature has to offer.\"" The bullet points should be in markdown such as:\n* Bullet point 1\n* Bullet point 2""}","[""detectable_format:number_bullet_lists""]","[""{\""num_bullets\"": 4}""]","{""role"": ""user"", ""content"": ""In your response, words in all capital letters should have at least 20 times.""}","[""detectable_format:number_bullet_lists"", ""change_case:capital_word_frequency""]","[""{\""num_bullets\"": 4}"", ""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 20}""]","{""role"": ""user"", ""content"": ""Your response should not include the following words: serene, shine, sing.""}","[""detectable_format:number_bullet_lists"", ""change_case:capital_word_frequency"", ""keywords:forbidden_words""]","[""{\""num_bullets\"": 4}"", ""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 20}"", ""{\""forbidden_words\"": [\""serene\"", \""shine\"", \""sing\""]}""]",2801:17:en,0,English
,,"{""role"": ""user"", ""content"": ""Can you write a rap that doesn't include the keywords \""Yo\"", \""check\"", and \""peace\""?""}","[""keywords:forbidden_words""]","[""{\""forbidden_words\"": [\""yo\"", \""peace\"", \""check\""]}""]","{""role"": ""user"", ""content"": ""The text should contain at least 2 sections separated by the word \""Audience\"".""}","[""keywords:forbidden_words"", ""detectable_format:multiple_sections""]","[""{\""forbidden_words\"": [\""yo\"", \""peace\"", \""check\""]}"", ""{\""section_spliter\"": \""Audience\"", \""num_sections\"": 2}""]","{""role"": ""user"", ""content"": ""The text should contain less than 200 words.""}","[""keywords:forbidden_words"", ""detectable_format:multiple_sections"", ""length_constraints:number_words""]","[""{\""forbidden_words\"": [\""yo\"", \""peace\"", \""check\""]}"", ""{\""section_spliter\"": \""Audience\"", \""num_sections\"": 2}"", ""{\""relation\"": \""less than\"", \""num_words\"": 200}""]",2811:0:en,0,English
,,"{""role"": ""user"", ""content"": ""Can you write a rap that doesn't include the keywords \""Yo\"", \""check\"", and \""peace\""?""}","[""keywords:forbidden_words""]","[""{\""forbidden_words\"": [\""yo\"", \""peace\"", \""check\""]}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""keywords:forbidden_words"", ""detectable_format:title""]","[""{\""forbidden_words\"": [\""yo\"", \""peace\"", \""check\""]}"", ""{}""]","{""role"": ""user"", ""content"": ""The text should contain at least 900 words.""}","[""keywords:forbidden_words"", ""detectable_format:title"", ""length_constraints:number_words""]","[""{\""forbidden_words\"": [\""yo\"", \""peace\"", \""check\""]}"", ""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 900}""]",2811:1:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a startup pitch for \""Ward and Guerre\"". Make it a weird poem that explains why the pitch is good. It should be in English and have no capital letters.""}","[""change_case:english_lowercase""]","[""{}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""change_case:english_lowercase"", ""detectable_format:title""]","[""{}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should have 6 paragraphs and the 2-th paragraph should start with the word profit. The paragraphs should be separated by two new lines.""}","[""change_case:english_lowercase"", ""detectable_format:title"", ""length_constraints:nth_paragraph_first_word""]","[""{}"", ""{}"", ""{\""first_word\"": \""profit\"", \""num_paragraphs\"": 6, \""nth_paragraph\"": 2}""]",2817:2:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a startup pitch for \""Ward and Guerre\"". Make it a weird poem that explains why the pitch is good. It should be in English and have no capital letters.""}","[""change_case:english_lowercase""]","[""{}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""change_case:english_lowercase"", ""detectable_format:title""]","[""{}"", ""{}""]","{""role"": ""user"", ""content"": ""Your result should contain less than 121 words.""}","[""change_case:english_lowercase"", ""detectable_format:title"", ""length_constraints:number_words""]","[""{}"", ""{}"", ""{\""relation\"": \""less than\"", \""num_words\"": 121}""]",2817:5:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a serious riddle about trips and stitches in a poem style that includes at least 15 words in all capital letters.""}","[""change_case:capital_word_frequency""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 15}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""where paths and needles intertwine.\"" No other words should follow this phrase.""}","[""change_case:capital_word_frequency"", ""startend:end_checker""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 15}"", ""{\""end_phrase\"": \""where paths and needles intertwine.\""}""]","{""role"": ""user"", ""content"": ""The output should contain exactly 3 paragraphs. The paragraphs should be separated by the markdown divider: ***.""}","[""change_case:capital_word_frequency"", ""startend:end_checker"", ""length_constraints:number_paragraphs""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 15}"", ""{\""end_phrase\"": \""where paths and needles intertwine.\""}"", ""{\""num_paragraphs\"": 3}""]",2820:5:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a serious riddle about trips and stitches in a poem style that includes at least 15 words in all capital letters.""}","[""change_case:capital_word_frequency""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 15}""]","{""role"": ""user"", ""content"": ""The result should contain less than 2 sentences.""}","[""change_case:capital_word_frequency"", ""length_constraints:number_sentences""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 15}"", ""{\""relation\"": \""less than\"", \""num_sentences\"": 2}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: wander, adventure, needle.""}","[""change_case:capital_word_frequency"", ""length_constraints:number_sentences"", ""keywords:existence""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 15}"", ""{\""relation\"": \""less than\"", \""num_sentences\"": 2}"", ""{\""keywords\"": [\""wander\"", \""adventure\"", \""needle\""]}""]",2820:15:en,0,English
,,"{""role"": ""user"", ""content"": ""Why did the man travel from Saskatoon to Helsinki to buy a piano? Wrap your entire response in double quotes.""}","[""startend:quotation""]","[""{}""]","{""role"": ""user"", ""content"": ""Your response should include the word musician less than 1 times.""}","[""startend:quotation"", ""keywords:frequency""]","[""{}"", ""{\""relation\"": \""less than\"", \""keyword\"": \""musician\"", \""frequency\"": 1}""]","{""role"": ""user"", ""content"": ""The text should contain exactly 4 paragraphs. The paragraphs should be separated by the markdown divider: ***.""}","[""startend:quotation"", ""keywords:frequency"", ""length_constraints:number_paragraphs""]","[""{}"", ""{\""relation\"": \""less than\"", \""keyword\"": \""musician\"", \""frequency\"": 1}"", ""{\""num_paragraphs\"": 4}""]",2829:2:en,0,English
,,"{""role"": ""user"", ""content"": ""Why did the man travel from Saskatoon to Helsinki to buy a piano? Wrap your entire response in double quotes.""}","[""startend:quotation""]","[""{}""]","{""role"": ""user"", ""content"": ""The output should contain at least 50 sentences.""}","[""startend:quotation"", ""length_constraints:number_sentences""]","[""{}"", ""{\""relation\"": \""at least\"", \""num_sentences\"": 50}""]","{""role"": ""user"", ""content"": ""Your response should not include the following words: musician, acoustic, purchase.""}","[""startend:quotation"", ""length_constraints:number_sentences"", ""keywords:forbidden_words""]","[""{}"", ""{\""relation\"": \""at least\"", \""num_sentences\"": 50}"", ""{\""forbidden_words\"": [\""musician\"", \""acoustic\"", \""purchase\""]}""]",2829:17:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a limerick about a guy from Nantucket, use notations to express it, and use at least 2 words with all capital letters.""}","[""change_case:capital_word_frequency""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 2}""]","{""role"": ""user"", ""content"": ""The output should contain exactly 3 paragraphs. The paragraphs should be separated by the markdown divider: ***.""}","[""change_case:capital_word_frequency"", ""length_constraints:number_paragraphs""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 2}"", ""{\""num_paragraphs\"": 3}""]","{""role"": ""user"", ""content"": ""Your response should not include the following words: beard, rum, whale.""}","[""change_case:capital_word_frequency"", ""length_constraints:number_paragraphs"", ""keywords:forbidden_words""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 2}"", ""{\""num_paragraphs\"": 3}"", ""{\""forbidden_words\"": [\""beard\"", \""rum\"", \""whale\""]}""]",2849:4:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a limerick about a guy from Nantucket, use notations to express it, and use at least 2 words with all capital letters.""}","[""change_case:capital_word_frequency""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 2}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""that man from nantucket\"" No other words should follow this phrase.""}","[""change_case:capital_word_frequency"", ""startend:end_checker""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 2}"", ""{\""end_phrase\"": \""that man from nantucket\""}""]","{""role"": ""user"", ""content"": ""You should provide two responses. Separate your two responses with six asterisks (******)""}","[""change_case:capital_word_frequency"", ""startend:end_checker"", ""combination:two_responses""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 2}"", ""{\""end_phrase\"": \""that man from nantucket\""}"", ""{}""]",2849:11:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a poem about flooding in Donnell, TX. The poem should have a title in double angular brackets, i.e. <<title>>, and contains at least 3 words in all capital letters.""}","[""change_case:capital_word_frequency"", ""detectable_format:title""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 3}"", ""{}""]","{""role"": ""user"", ""content"": ""Wrap your whole response with double quotation marks.""}","[""change_case:capital_word_frequency"", ""detectable_format:title"", ""startend:quotation""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 3}"", ""{}"", ""{}""]","{""role"": ""user"", ""content"": ""The text must contain at least 1200 words.""}","[""change_case:capital_word_frequency"", ""detectable_format:title"", ""startend:quotation"", ""length_constraints:number_words""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 3}"", ""{}"", ""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 1200}""]",2853:4:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a poem about flooding in Donnell, TX. The poem should have a title in double angular brackets, i.e. <<title>>, and contains at least 3 words in all capital letters.""}","[""change_case:capital_word_frequency"", ""detectable_format:title""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 3}"", ""{}""]","{""role"": ""user"", ""content"": ""You should provide two responses. Separate your two responses with six asterisks (******)""}","[""change_case:capital_word_frequency"", ""detectable_format:title"", ""combination:two_responses""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 3}"", ""{}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: rivers, overflow, homes.""}","[""change_case:capital_word_frequency"", ""detectable_format:title"", ""combination:two_responses"", ""keywords:existence""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 3}"", ""{}"", ""{}"", ""{\""keywords\"": [\""rivers\"", \""overflow\"", \""homes\""]}""]",2853:7:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a rubric for teenagers on how to review a book. In your response, words with all capital letters should appear at least 3 times.""}","[""change_case:capital_word_frequency""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 3}""]","{""role"": ""user"", ""content"": ""The result should contain three sections, and each section should be separated by the word \""SECTION\"" in capital letters.""}","[""change_case:capital_word_frequency"", ""detectable_format:multiple_sections""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 3}"", ""{\""section_spliter\"": \""SECTION\"", \""num_sections\"": 3}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""remember, your honesty makes your reviews invaluable.\"" No other words should follow this phrase.""}","[""change_case:capital_word_frequency"", ""detectable_format:multiple_sections"", ""startend:end_checker""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 3}"", ""{\""section_spliter\"": \""SECTION\"", \""num_sections\"": 3}"", ""{\""end_phrase\"": \""remember, your honesty makes your reviews invaluable.\""}""]",2870:13:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a rubric for teenagers on how to review a book. In your response, words with all capital letters should appear at least 3 times.""}","[""change_case:capital_word_frequency""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 3}""]","{""role"": ""user"", ""content"": ""The text should contain at least 2 sections separated by the word \""Audience\"".""}","[""change_case:capital_word_frequency"", ""detectable_format:multiple_sections""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 3}"", ""{\""section_spliter\"": \""Audience\"", \""num_sections\"": 2}""]","{""role"": ""user"", ""content"": ""The text should contain a postscript marker, specifically the phrase \""P.S.\"", which indicates additional information or a final thought.""}","[""change_case:capital_word_frequency"", ""detectable_format:multiple_sections"", ""detectable_content:postscript""]","[""{\""capital_relation\"": \""at least\"", \""capital_frequency\"": 3}"", ""{\""section_spliter\"": \""Audience\"", \""num_sections\"": 2}"", ""{\""postscript_marker\"": \""P.S.\""}""]",2870:18:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a brief about limping in ASEAN countries. Your answer must contain a title, wrapped in double angular brackets, such as <<title of the brief>>. Make sure the letter m appears at least 5 times.""}","[""detectable_format:title"", ""keywords:letter_frequency""]","[""{}"", ""{\""let_relation\"": \""at least\"", \""letter\"": \""m\"", \""let_frequency\"": 5}""]","{""role"": ""user"", ""content"": ""Make sure your entire response is in English, and in all capital letters.""}","[""detectable_format:title"", ""keywords:letter_frequency"", ""change_case:english_capital""]","[""{}"", ""{\""let_relation\"": \""at least\"", \""letter\"": \""m\"", \""let_frequency\"": 5}"", ""{}""]","{""role"": ""user"", ""content"": ""The text should have at least 336 words.""}","[""detectable_format:title"", ""keywords:letter_frequency"", ""change_case:english_capital"", ""length_constraints:number_words""]","[""{}"", ""{\""let_relation\"": \""at least\"", \""letter\"": \""m\"", \""let_frequency\"": 5}"", ""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 336}""]",2887:3:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a brief about limping in ASEAN countries. Your answer must contain a title, wrapped in double angular brackets, such as <<title of the brief>>. Make sure the letter m appears at least 5 times.""}","[""detectable_format:title"", ""keywords:letter_frequency""]","[""{}"", ""{\""let_relation\"": \""at least\"", \""letter\"": \""m\"", \""let_frequency\"": 5}""]","{""role"": ""user"", ""content"": ""The output should contain exactly 3 paragraphs. The paragraphs should be separated by the markdown divider: ***.""}","[""detectable_format:title"", ""keywords:letter_frequency"", ""length_constraints:number_paragraphs""]","[""{}"", ""{\""let_relation\"": \""at least\"", \""letter\"": \""m\"", \""let_frequency\"": 5}"", ""{\""num_paragraphs\"": 3}""]","{""role"": ""user"", ""content"": ""Wrap your whole response with double quotation marks.""}","[""detectable_format:title"", ""keywords:letter_frequency"", ""length_constraints:number_paragraphs"", ""startend:quotation""]","[""{}"", ""{\""let_relation\"": \""at least\"", \""letter\"": \""m\"", \""let_frequency\"": 5}"", ""{\""num_paragraphs\"": 3}"", ""{}""]",2887:7:en,0,English
,,"{""role"": ""user"", ""content"": ""What are the components that make a successful person? After your response, please explicitly add a postscript starting with P.P.S Your entire response should be in English and in all capital letters.""}","[""detectable_content:postscript"", ""change_case:english_capital""]","[""{\""postscript_marker\"": \""P.P.S\""}"", ""{}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""detectable_content:postscript"", ""change_case:english_capital"", ""detectable_format:title""]","[""{\""postscript_marker\"": \""P.P.S\""}"", ""{}"", ""{}""]","{""role"": ""user"", ""content"": ""Wrap your whole response with double quotation marks.""}","[""detectable_content:postscript"", ""change_case:english_capital"", ""detectable_format:title"", ""startend:quotation""]","[""{\""postscript_marker\"": \""P.P.S\""}"", ""{}"", ""{}"", ""{}""]",2908:0:en,0,English
,,"{""role"": ""user"", ""content"": ""What are the components that make a successful person? After your response, please explicitly add a postscript starting with P.P.S Your entire response should be in English and in all capital letters.""}","[""detectable_content:postscript"", ""change_case:english_capital""]","[""{\""postscript_marker\"": \""P.P.S\""}"", ""{}""]","{""role"": ""user"", ""content"": ""The result must contain at least 600 words.""}","[""detectable_content:postscript"", ""change_case:english_capital"", ""length_constraints:number_words""]","[""{\""postscript_marker\"": \""P.P.S\""}"", ""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 600}""]","{""role"": ""user"", ""content"": ""Your response should include the word innovation at least 10 times.""}","[""detectable_content:postscript"", ""change_case:english_capital"", ""length_constraints:number_words"", ""keywords:frequency""]","[""{\""postscript_marker\"": \""P.P.S\""}"", ""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 600}"", ""{\""relation\"": \""at least\"", \""keyword\"": \""innovation\"", \""frequency\"": 10}""]",2908:5:en,0,English
,,"{""role"": ""user"", ""content"": ""Create a dialogue between two people who are both trying to avoid using the letter t. But somehow they ended up using a lot of t in their dialogue. Break the dialogue into two scenes, separated by 6 asterisk symbols: ******. The letter t must appear at least 30 times in the dialogue you write.""}","[""combination:two_responses"", ""keywords:letter_frequency""]","[""{}"", ""{\""let_relation\"": \""at least\"", \""letter\"": \""t\"", \""let_frequency\"": 30}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""combination:two_responses"", ""keywords:letter_frequency"", ""detectable_format:title""]","[""{}"", ""{\""let_relation\"": \""at least\"", \""letter\"": \""t\"", \""let_frequency\"": 30}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""despite their efforts, their chat was teeming with 't's.\"" No other words should follow this phrase.""}","[""combination:two_responses"", ""keywords:letter_frequency"", ""detectable_format:title"", ""startend:end_checker""]","[""{}"", ""{\""let_relation\"": \""at least\"", \""letter\"": \""t\"", \""let_frequency\"": 30}"", ""{}"", ""{\""end_phrase\"": \""despite their efforts, their chat was teeming with 't's.\""}""]",2912:0:en,0,English
,,"{""role"": ""user"", ""content"": ""Create a dialogue between two people who are both trying to avoid using the letter t. But somehow they ended up using a lot of t in their dialogue. Break the dialogue into two scenes, separated by 6 asterisk symbols: ******. The letter t must appear at least 30 times in the dialogue you write.""}","[""combination:two_responses"", ""keywords:letter_frequency""]","[""{}"", ""{\""let_relation\"": \""at least\"", \""letter\"": \""t\"", \""let_frequency\"": 30}""]","{""role"": ""user"", ""content"": ""The text should contain a postscript marker, specifically the phrase \""P.S.\"", which indicates additional information or a final thought.""}","[""combination:two_responses"", ""keywords:letter_frequency"", ""detectable_content:postscript""]","[""{}"", ""{\""let_relation\"": \""at least\"", \""letter\"": \""t\"", \""let_frequency\"": 30}"", ""{\""postscript_marker\"": \""P.S.\""}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""despite their efforts, their chat was teeming with 't's.\"" No other words should follow this phrase.""}","[""combination:two_responses"", ""keywords:letter_frequency"", ""detectable_content:postscript"", ""startend:end_checker""]","[""{}"", ""{\""let_relation\"": \""at least\"", \""letter\"": \""t\"", \""let_frequency\"": 30}"", ""{\""postscript_marker\"": \""P.S.\""}"", ""{\""end_phrase\"": \""despite their efforts, their chat was teeming with 't's.\""}""]",2912:4:en,0,English
